sta_code_h3;sta_label;sta_label_add;sta_type;sta_test_station;sta_monitor;sta_code_h2;sta_code_child;sta_code_parent;sta_comment;sta_city;sta_crs;sta_epsg;sta_kp;sta_altitude_staff_gauge;sta_date_altitude_ref;sta_date_start;sta_date_end;sta_publication_right;sta_time_data_gap;sta_time_discontinuity;sta_impact_local;sta_display_level;sta_dual_staff_gauge;sta_qual_lowflow;sta_qual_meanflow;sta_qual_highflow;sta_purpose;sta_comment_impact_local;sta_date_update;sit_code_h3;sta_main_prod_name;sta_main_prod_name_short;sta_main_prod_code;sta_x_l2e;sta_y_l2e;sta_x_l93;sta_y_l93;sta_x_w84;sta_y_w84;sta_x_l2e_snap;sta_y_l2e_snap;sta_x_l93_snap;sta_y_l93_snap;sta_x_w84_snap;sta_y_w84_snap;sta_area_snap;sta_altitude_snap;sta_territory
P613402001;La Loue à Saint-Médard-d'Excideuil - Excideuil;Excideuil;Standard station;FALSE;TRUE;P6134020;NA;NA;NA;Saint-Médard-d'Excideuil (24463);Lambert 93;2154;NA;144280;2021-02-17 08:15:00;1900-01-02 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Good;Good;Flood forecasting;NA;2021-02-17 08:15:00;P6134020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;499937.247738312;2038227.55502631;548078;6472736;1.06017094907561;45.3372117201718;499913;2038249;548054;6472758;1.05986;45.3374;207.0;144.4;Metropolitan France (mainland)
P613402002;La Loue à Saint-Médard-d'Excideuil;NA;Standard station;FALSE;TRUE;P6134010;NA;NA;Débits d'étiage à utiliser avec précaution. Lit du cours d'eau instable;Saint-Médard-d'Excideuil (24463);Lambert 93;2154;NA;148570;2021-02-17 08:16:00;1966-10-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-02-17 08:16:00;P6134020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;500583.504737786;2038994.67708052;548730;6473497;1.06825507128972;45.3442059583678;500513;2038949;548659;6473452;1.06737;45.34379;197.4;154.0;Metropolitan France (mainland)
P638251001;L'Auvézère au Change [Aubarède];NA;Standard station;FALSE;TRUE;P6382510;NA;NA;NA;Change (24103);Lambert 93;2154;NA;95440;2020-09-16 06:37:00;1964-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;P6382510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;485411.35492888;2022645.56074691;533437;6457290;0.878609586346545;45.1947870696048;485413;2022649;533439;6457294;0.87863;45.19482;884.3;96.7;Metropolitan France (mainland)
P700151001;L'Isle à Bassillac [Charrieras];NA;Standard station;FALSE;TRUE;P7001510;NA;NA;NA;Bassillac (24026);Lambert 93;2154;159000;87310;2019-01-02 10:28:00;1963-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;P7001510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;479591.277572698;2023647.25824297;527631;6458339;0.804328889660678;45.2028000289373;479613;2023649;527653;6458341;0.8046;45.20282;1859.4;88.9;Metropolitan France (mainland)
P704151001;L'Isle à Périgueux;NA;Standard station;FALSE;TRUE;P7041510;NA;NA;NA;Périgueux (24322);Lambert 93;2154;148000;79330;2019-01-02 10:23:00;1900-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;P7041510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;471436.217934117;2021835.83519231;519469;6456597;0.701062980282037;45.1850297555297;471413;2021849;519446;6456611;0.70076;45.18515;2111.0;83.0;Metropolitan France (mainland)
P726151001;L'Isle à Abzac;NA;Standard station;FALSE;TRUE;P7261510;NA;NA;NA;Abzac (33001);Lambert 93;2154;34000;5690;2017-12-26 13:08:00;1966-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;P7261510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;405866.551913758;2005407.47368151;453829;6440727;-0.126061557559493;45.0219198714725;405913;2005349;453875;6440669;-0.12545;45.02141;3756.7;8.0;Metropolitan France (mainland)
P801251001;La Dronne à Saint-Pardoux-la-Rivière [Le Manet];NA;Standard station;FALSE;TRUE;P8012510;NA;NA;NA;Saint-Pardoux-la-Rivière (24479);Lambert 93;2154;NA;149932;2021-01-20 07:35:00;1966-11-25 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring;NA;2021-01-20 07:35:00;P8012510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;476107.761322663;2058383.31284259;524439;6493070;0.751093437703051;45.5146014911355;476213;2058449;524545;6493135;0.75242;45.51521;139.7;160.0;Metropolitan France (mainland)
P821501001;La Belle à Mareuil;NA;Standard station;FALSE;TRUE;P8215010;NA;NA;NA;Mareuil (24253);Lambert 93;2154;NA;111536;2021-01-20 07:36:00;1972-01-27 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring;NA;2021-01-20 07:36:00;P8215010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;453702.467344789;2051457.99940869;501998;6486337;0.466580547414011;45.4478825909233;453713;2051449;502008;6486328;0.46672;45.44781;40.3;113.0;Metropolitan France (mainland)
P831252001;La Dronne à Bonnes;NA;Standard station;FALSE;TRUE;P8312520;NA;NA;NA;Bonnes (16049);Lambert 93;2154;54000;37.575;2021-06-28 13:27:00;1964-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring;NA;2021-06-28 13:27:00;P8312520;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;428411.960442899;2028808.76623953;476545;6463919;0.151521631462908;45.2383286672218;428413;2028849;476546;6463959;0.15152;45.23869;1911.6;43.0;Metropolitan France (mainland)
Q011571001;L'Oussouet à Trébons;NA;Standard station;FALSE;TRUE;Q0115710;NA;NA;NA;Trébons (65451);Lambert 93;2154;NA;498696;2022-02-11 12:34:00;1975-10-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-11 12:34:00;Q0115710;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;417810.432010787;1790076.59596395;463984;6225531;0.102984712109;43.0900933164183;417813;1790049;463986;6225504;0.10303;43.08985;32.3;519.0;Metropolitan France (mainland)
Q022402001;L'Echez à Bordères-sur-l'Échez;NA;Standard station;FALSE;TRUE;Q0224020;NA;NA;NA;Bordères-sur-l'Échez (65100);Lambert 93;2154;NA;283106;2021-04-07 08:55:00;1968-10-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-04-07 08:55:00;Q0224020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;413630.37448705;1809008.97173884;459965;6244476;0.0450000106513633;43.259042899752;413613;1808949;459947;6244417;0.04481;43.2585;154.3;287.0;Metropolitan France (mainland)
Q028003001;L'Adour à Estirac;NA;Standard station;FALSE;TRUE;Q0280030;NA;NA;NA;Estirac (65174);Lambert 93;2154;NA;163730;2022-10-21 14:25:00;1968-10-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-10-21 14:25:00;Q0280030;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;413085.002728526;1835645.80556231;459640;6271087;0.0286811493779736;43.4981624510234;413113;1835649;459668;6271090;0.02903;43.4982;876.2;165.2;Metropolitan France (mainland)
Q045001001;L'Adour à Cahuzac-sur-Adour;NA;Standard station;FALSE;TRUE;Q0450010;NA;NA;NA;Cahuzac-sur-Adour (32070);Lambert 93;2154;NA;116820;2017-08-07 08:26:00;1973-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;Q0450010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;409628.047148405;1851658.28059423;456319;6287110;-0.0199049252789343;43.6410915023394;409613;1851649;456304;6287101;-0.02009;43.64101;1278.9;119.3;Metropolitan France (mainland)
Q052252001;L'Arros à Gourgue;NA;Standard station;FALSE;TRUE;Q0522520;NA;NA;Extrapolation supérieure de la courbe de tarage modifiée le 18/12/2003 suite à l'étude CACG qui estime le Qimax de la crue du 24/08/1973 (4,52m) à 350m3/s après corrélation avec l'échelle de crue de la station de Tournay (crue du 24/08/1973 - Ech : 6,30m;Gourgue (65207);Lambert 93;2154;NA;291000;2016-09-21 13:14:00;1968-10-01 00:00:00;2015-01-01 00:00:00;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;Q0522520;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;430674.167510904;1794337.77131478;476868;6229681;0.259233419691395;43.1315319105129;430713;1794349;476907;6229692;0.25971;43.13164;183.4;295.6;Metropolitan France (mainland)
Q055401001;L'Arrêt-Darré à Vielle-Adour;NA;Standard station;FALSE;TRUE;Q0554010;NA;NA;NA;Vielle-Adour (65464);Lambert 93;2154;NA;403000;2018-12-20 10:35:00;1968-10-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;Q0554010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;422029.12716148;1795551.77230448;468243;6230965;0.152812786106681;43.140329204096;422013;1795549;468227;6230963;0.15262;43.1403;11.8;407.0;Metropolitan France (mainland)
Q219252001;La Midouze [Le Midou] à Mont-de-Marsan;NA;Standard station;FALSE;TRUE;Q2192510;NA;NA;NA;Mont-de-Marsan (40192);Lambert 93;2154;NA;NA;NA;1967-01-01 00:00:00;2011-03-14 00:00:00;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;Q2192520;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;371720.118014533;1880804.47383358;418693;6316536;-0.501792809851153;43.8916823091995;371713;1880749;418685;6316481;-0.50186;43.89118;791.8;36.4;Metropolitan France (mainland)
Q254431001;Le ruisseau de l'Estrigon à Cère;NA;Standard station;FALSE;TRUE;Q2544310;NA;NA;NA;Cère (40081);Lambert 93;2154;NA;57757;2021-04-07 09:07:00;1990-09-21 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-04-07 09:07:00;Q2544310;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;368274.668317376;1890379.63453803;415330;6326129;-0.548964052386505;43.9765782935156;368313;1890349;415368;6326098;-0.54847;43.97632;226.8;47.7;Metropolitan France (mainland)
Q259331001;La Midouze à Campagne;NA;Standard station;FALSE;TRUE;Q2593310;NA;NA;précision de la cote du zéro d'échelle au cm près;Campagne (40061);Lambert 93;2154;NA;17990;2023-01-12 10:05:00;1967-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2023-01-12 10:05:00;Q2593310;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;359139.898900972;1883047.59962884;406145;6318880;-0.659126530028847;43.907636517665;359113;1883049;406118;6318882;-0.65946;43.90764;2477.6;30.0;Metropolitan France (mainland)
Q346401001;Le Luy à Saint-Pandelon;NA;Standard station;FALSE;TRUE;Q3464010;NA;NA;NA;Saint-Pandelon (40277);Lambert 93;2154;NA;1370;2018-03-21 16:06:00;1967-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;Q3464010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;327276.747529064;1858644.41416262;374117;6294765;-1.04192190468377;43.6768394952447;327213;1858649;374053;6294770;-1.04271;43.67686;1144.4;4.0;Metropolitan France (mainland)
Q550101001;Le Gave de Pau à Bérenx;NA;Standard station;FALSE;TRUE;Q5501010;NA;NA;NA;Bérenx (64112);Lambert 93;2154;NA;30065;2017-04-11 06:41:00;1924-01-01 00:00:00;2017-07-10 00:00:00;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;Q5501010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;341740.265268666;1839321.23960413;388406;6275345;-0.85323966616933;43.5087492486555;341713;1839249;388378;6275273;-0.85354;43.50809;2592.5;41.1;Metropolitan France (mainland)
Q732252002;Le Saison à Mauléon-Licharre - Berrogain Laruns - Cibi;Berrogain Laruns - Cibi;Standard station;FALSE;TRUE;Q7322510;NA;NA;Le producteur principal est la DREAL Aquitaine. - Le producteur associé est le SPC Adour (DDTM 64);Mauléon-Licharre (64371);Lambert 93;2154;NA;NA;NA;1967-01-01 00:00:00;2013-12-31 23:00:00;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-02-11 12:34:00;Q7322520;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;338814.511473404;1810338.26047607;385246;6246419;-0.874715677817998;43.247446352317;338813;1810249;385244;6246330;-0.87469;43.24665;498.4;122.0;Metropolitan France (mainland)
Q803251001;La Bidouze à Aïcirits-Camou-Suhast [Saint-Palais];NA;Standard station;FALSE;TRUE;Q8032510;NA;NA;Le 01/06/2010 : le producteur DDE Pyrénées-Atlantique (SPC Adour) remplace la DREAL Aquitaine qui devient producteur associé;Aïcirits-Camou-Suhast (64010);Lambert 93;2154;NA;39990;2018-12-20 07:43:00;1969-10-15 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;Q8032510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;326775.302470622;1820521.29970808;373304;6256689;-1.02791893675003;43.3343421671861;326713;1820449;373241;6256618;-1.02865;43.33367;245.5;41.0;Metropolitan France (mainland)
Q916461001;La Nive des Aldudes à Saint-Étienne-de-Baïgorry;NA;Standard station;FALSE;TRUE;Q9164610;NA;NA;Le 01/06/2010 : le producteur DDE Pyrénées-Atlantique (SPC Adour) remplace la DREAL Aquitaine qui devient producteur associé;Saint-Étienne-de-Baïgorry (64477);Lambert 93;2154;NA;144150;2017-04-13 06:44:00;1960-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;Q9164610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;300927.045932481;1804942.01869517;347358;6241339;-1.33680920448789;43.184100261868;300913;1804949;347344;6241346;-1.33699;43.18416;156.9;149.0;Metropolitan France (mainland)
R103001001;La Tardoire à Maisonnais-sur-Tardoire;NA;Standard station;FALSE;TRUE;R1132510;NA;NA;NA;Maisonnais-sur-Tardoire (87091);Lambert 93;2154;924085;205950;2019-09-16 08:56:00;1970-10-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-02 08:39:00;R1030010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;471936.150471879;2082098.38407037;520468;6516797;0.691370402374774;45.7271373403881;471913;2082049;520444;6516748;0.69109;45.72669;139.2;224.0;Metropolitan France (mainland)
R202001001;La Charente à Luxé - Pont de la Terne;Pont de la Terne;Standard station;FALSE;TRUE;R2020010;NA;NA;Station Police de l'Eau et AEP;Luxé (16196);Lambert 93;2154;781821;52000;2021-01-15 08:57:00;1971-10-01 00:00:00;2014-11-24 00:00:00;Public;1440;1440;High during all seasons;NA;FALSE;Good;Good;Uncertain;Water Police;NA;2021-01-19 13:40:00;R2020010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;426649.603159826;2101439.93415071;475384;6536495;0.102805229557869;45.891040515129;426613;2101349;475347;6536405;0.10237;45.89022;2968.5;50.6;Metropolitan France (mainland)
R222001001;La Charente à Vindelle - La Côte;La Côte;Standard station;FALSE;TRUE;R2240010;NA;NA;Station Police de l'Eau et AEP;Vindelle (16415);Lambert 93;2154;825949;30.879;2021-03-01 13:10:00;1977-11-01 12:00:00;2020-12-10 00:00:00;Public;1440;1440;High during all seasons;NA;FALSE;Good;Good;Uncertain;Water Police;NA;2021-03-01 13:10:00;R2220010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;425997.594177448;2080773.11662248;474562;6515853;0.101979534252497;45.7050149935255;426013;2080749;474577;6515829;0.10219;45.7048;3715.5;30.5;Metropolitan France (mainland)
S222461001;Le ruisseau de Castera à Moustey [Biganon];NA;Standard station;FALSE;TRUE;S2224610;NA;NA;NA;Moustey (40200);Lambert 93;2154;NA;NA;NA;1967-12-05 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Uncertain;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;S2224610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;353842.907474086;1939256.57462188;401315;6375072;-0.752407894747481;44.4108057878594;353913;1939249;401385;6375064;-0.75153;44.41077;110.4;40.3;Metropolitan France (mainland)
S224251001;La Grande Leyre à Salles;NA;Standard station;FALSE;TRUE;S2242510;NA;NA;Station exploitée par la DREAL Aquitaine à compter du 1er janvier 1990;Salles (33498);Lambert 93;2154;NA;8070;2020-07-08 18:00:00;1967-01-01 00:00:00;NA;Public without rating curve nor correction curve;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;S2242510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;344993.651890738;1954861.37742017;392603;6390733;-0.871323640745245;44.5478385808521;345013;1954849;392622;6390721;-0.87107;44.54774;1678.1;16.0;Metropolitan France (mainland)
U010401001;Le Coney à Xertigny;NA;Standard station;FALSE;TRUE;U0104010;NA;NA;Le 01/02/2008 : le producteur DIREN Rhône-Alpes/Bassin RMC est remplacé par la DIREN Bourgogne. - Le 10/02/2010 : le producteur DIREN Bourgogne est remplacé par la DREAL Franche-Comté;Xertigny (88530);Lambert 93;2154;NA;NA;NA;1972-12-15 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-12 07:42:00;U0104010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;895363.158441851;2349969.79791645;945801;6780863;6.30188393054294;48.0818840645139;895413;2349949;945851;6780842;6.30254;48.08168;64.2;343.0;Metropolitan France (mainland)
U012401001;Le Coney à Fontenoy-le-Château;NA;Standard station;FALSE;TRUE;U0124010;NA;NA;Le 01/02/2008 : le producteur DIREN Rhône-Alpes/Bassin RMC est remplacé par la DIREN Bourgogne. - Le 10/02/2010 : le producteur DIREN Bourgogne est remplacé par la DREAL Franche-Comté;Fontenoy-le-Château (88176);Lambert 93;2154;NA;252000;2020-12-22 09:37:00;1986-10-16 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;U0124010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;887993.579585203;2337439.87350036;938329;6768406;6.1948560011858;47.9726443178717;888013;2337349;938348;6768315;6.19506;47.97182;316.4;254.8;Metropolitan France (mainland)
U041501001;Le Breuchin à la Proiselière-et-Langle;NA;Standard station;FALSE;TRUE;U0415010;NA;NA;NA;Proiselière-et-Langle (70425);Lambert 93;2154;NA;342000;2016-10-06 12:09:00;1967-08-09 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;U0415010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;911687.750057409;2322468.74340494;961876;6753242;6.50110589674194;47.8273134423041;911713;2322449;961901;6753222;6.50143;47.82713;122.8;341.2;Metropolitan France (mainland)
U044431001;La Sémouse à Saint-Loup-sur-Semouse;NA;Standard station;FALSE;TRUE;U0444310;NA;NA;NA;Saint-Loup-sur-Semouse (70467);Lambert 93;2154;NA;NA;NA;1974-05-16 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;U0444310;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;894212.102876842;2328062.31584857;944462;6758982;6.27174584608866;47.8856446826868;894213;2328049;944463;6758969;6.27175;47.88553;224.6;246.0;Metropolitan France (mainland)
U047401001;La Lanterne à Fleurey-lès-Faverney;NA;Standard station;FALSE;TRUE;U0474010;NA;NA;Le 04/02/2008 : le producteur DIREN Rhône-Alpes/Bassin RMC est remplacé par la DIREN Franche-Comté;Fleurey-lès-Faverney (70236);Lambert 93;2154;NA;211;2020-01-14 08:04:00;1963-09-05 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;U0474010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;880329.870910324;2312100.46409617;930453;6743152;6.07620355173703;47.7483547599536;880313;2312149;930437;6743201;6.07601;47.7488;1027.8;213.0;Metropolitan France (mainland)
U052501001;La Colombine à Frotey-lès-Vesoul;NA;Standard station;FALSE;TRUE;U0525010;NA;NA;NA;Frotey-lès-Vesoul (70261);Lambert 93;2154;NA;NA;NA;1992-01-09 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Uncertain;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;U0525010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;889184.695263033;2298173.80778737;939181;6729160;6.18505538776422;47.6194012529807;889213;2298149;939209;6729135;6.18542;47.61917;142.5;223.0;Metropolitan France (mainland)
U061001001;La Saône à Ray-sur-Saône;NA;Standard station;FALSE;TRUE;U0610010;NA;NA;Le 01/02/2008 : le producteur DIREN Rhône-Alpes/Bassin RMC est remplacé par la DIREN Bourgogne. - Le 10/02/2010 : le producteur DIREN Bourgogne est remplacé par la DREAL Franche-Comté. - En très basses eaux, station influencée par des vannages d'un ouvrage hydraulique aval;Ray-sur-Saône (70438);Lambert 93;2154;NA;194000;2023-02-09 09:01:00;1964-05-20 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Good;Good;Low flow monitoring - Flood forecasting;NA;2023-02-09 09:01:00;U0610010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;862445.378137738;2292153.04354625;912411;6723374;5.8261398371939;47.5765277719102;862413;2292149;912379;6723371;5.82571;47.57651;3761.3;192.6;Metropolitan France (mainland)
U063501001;La Gourgeonne à Tincey-et-Pontrebeau;NA;Standard station;FALSE;TRUE;U0635010;NA;NA;NA;Tincey-et-Pontrebeau (70502);Lambert 93;2154;NA;NA;NA;1974-05-17 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;U0635010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Auvergne-Rhône-Alpes;DREAL Auvergne-Rhône-Alpes;13000672900029;859988.330756763;2295308.42861404;909983;6726548;5.79535666287287;47.6058572494122;860013;2295349;910008;6726589;5.79571;47.60621;145.5;199.2;Metropolitan France (mainland)
