sta_code_h3;top_altitude_mean;top_slo_mean;top_dist_outlet_mean;top_itopo_mean;top_slo_ori_n;top_slo_ori_ne;top_slo_ori_e;top_slo_ori_se;top_slo_ori_s;top_slo_ori_sw;top_slo_ori_w;top_slo_ori_nw;top_drainage_density;top_mor_form_factor_horton;top_mor_form_factor_square;top_mor_shape_factor;top_mor_compact_coef;top_mor_circ_ratio;top_mor_elong_ratio_circ;top_mor_elong_ratio_catchment;top_mor_relief_ratio;top_slo_flat;top_slo_gentle;top_slo_moderate;top_slo_strong;top_slo_steep;top_slo_very_steep
M104161010;178;1.03;33.81;16.1;11.843;13.641;15.056;16.619;16.773;10.417;7.516;8.134;0.26527;0.3032;0.2996;3.2986;2.0614;0.2353;0.6213;0.5506;0.0029;84.043;15.093;0.847;0.018;0;0
M121301010;176;2.53;18.2;13.7;11.833;9.059;10.522;13.962;15.793;14.337;11.558;12.936;0.35416;0.2257;0.2621;4.431;2.204;0.2059;0.536;0.4751;0.0052;44.41;44.328;9.159;2.102;0;0
M121301301;180;1.78;7.94;13;12.3;7.723;8.307;13.89;19.554;17.403;10.572;10.252;0.1398;0.3363;0.2887;2.9732;2.1001;0.2267;0.6544;0.58;0.0087;60.549;35.481;3.535;0.435;0;0
M123304010;169;2.33;24.77;14.5;11.637;9.574;11.042;13.225;14.361;14.467;13.007;12.688;0.40986;0.2085;0.2741;4.7956;2.1551;0.2153;0.5153;0.4566;0.0041;51.237;38.66;8.247;1.856;0;0
M135401010;109;1.48;8.36;12.8;17.014;16.471;13.18;10.902;8.977;10.329;10.241;12.886;0.41997;0.3124;0.3237;3.201;1.9832;0.2542;0.6307;0.5589;0.0054;71.51;26.668;1.44;0.382;0;0
M153161010;131;1.44;173.14;17.9;11.949;11.944;12.839;14.52;14.37;11.815;11.002;11.562;0.26139;0.0906;0.1536;11.0375;2.8791;0.1206;0.3396;0.301;9e-04;73.292;22.7;3.228;0.775;0.005;0
M313301010;208;2.86;25.64;14.2;13.099;11.734;10.79;12.07;16.699;15.031;10.995;9.582;0.57581;0.2486;0.2424;4.0225;2.292;0.1904;0.5626;0.4986;0.0056;35.844;50.942;10.917;2.277;0.019;0
M322301010;187;2.03;23.02;13.7;12.966;13.24;14.327;14.99;12.782;9.887;10.386;11.424;0.6875;0.143;0.3165;6.9945;2.0058;0.2485;0.4267;0.3781;0.0037;47.181;50.566;2.069;0.184;0;0
M325311010;182;2.55;19.18;13.3;12.966;10.241;8.429;9.895;13.993;14.674;14.647;15.155;0.6171;0.159;0.28;6.2908;2.1324;0.2199;0.4499;0.3987;0.0079;44.358;43.947;9.695;2.001;0;0
M332301010;156;2.36;29.77;14.1;10.805;11.509;13.04;16.193;15.204;11.725;11.031;10.494;0.56933;0.1389;0.2525;7.2011;2.2455;0.1983;0.4205;0.3726;0.0036;41.917;51.621;5.569;0.888;0.005;0
M334091010;178;2.43;76.88;16.1;12.507;11.687;11.509;12.912;14.807;13.074;11.68;11.823;0.55204;0.1832;0.1996;5.4579;2.5257;0.1568;0.483;0.428;0.003;42.303;49.619;6.808;1.264;0.007;0
M350401010;125;2.35;20.51;13.5;11.449;13.235;13.423;13.314;15.442;13.46;10.138;9.538;0.61818;0.152;0.2687;6.5784;2.177;0.211;0.4399;0.3899;0.0038;40.006;54.603;4.717;0.674;0;0
M351401010;91;1.63;14.05;13.2;14.782;11.811;8.898;10.728;15.009;15.126;11.643;12.004;0.6474;0.1207;0.1961;8.2816;2.5484;0.154;0.3921;0.3475;0.0034;64.3;33.963;1.578;0.159;0;0
M360091010;160;2.38;91.01;16.4;12.583;11.543;11.372;13.006;15.025;13.266;11.584;11.621;0.55797;0.1631;0.1971;6.1306;2.5415;0.1548;0.4557;0.4039;0.0027;44.683;47.593;6.192;1.469;0.063;0
M363091010;154;2.35;107.22;16.5;12.593;11.528;11.363;13.012;15.071;13.24;11.552;11.641;0.5541;0.1332;0.1736;7.5076;2.7084;0.1363;0.4118;0.365;0.0024;45.564;46.936;5.997;1.441;0.062;0
M371181010;109;1.74;14.78;13.2;7.575;11.943;14.513;16.94;17.367;13.838;9.171;8.654;0.6252;0.1943;0.3565;5.147;1.8899;0.28;0.4974;0.4408;0.0053;55.945;43.103;0.952;0;0;0
M377181010;81;1.59;28.11;15;15.67;14.045;9.908;11.877;17.825;12.624;8.618;9.433;0.56782;0.1992;0.2956;5.0209;2.0754;0.2322;0.5036;0.4463;0.0028;64.076;34.637;1.199;0.089;0;0
M382301010;72;1.66;20.28;13.7;19.552;14.436;9.513;11.39;19.513;11.75;5.481;8.364;0.4928;0.1235;0.2616;8.0964;2.2062;0.2054;0.3966;0.3514;0.0023;61.122;37.671;1.153;0.054;0;0
M383401010;58;1.34;11.71;13.7;17.686;13.908;10.329;12.376;14.661;10.956;9.266;10.818;0.51014;0.1976;0.1988;5.06;2.5309;0.1561;0.5016;0.4446;0.0032;73.735;25.096;1.143;0.026;0;0
M521401020;99;1.72;15.84;13.4;18.131;14.495;14.462;12.033;8.664;6.869;9.879;15.467;0.50698;0.2191;0.3424;4.5643;1.9284;0.2689;0.5282;0.4681;0.0072;67.798;27.814;3.748;0.64;0;0
M530001010;297;3.07;379.46;19.8;13.296;12.853;12.665;12.54;12.194;11.329;12.178;12.946;0.44466;0.1285;0.1656;7.7843;2.7726;0.1301;0.4044;0.3584;0.002;47.077;35.859;9.562;6.288;1.185;0.029
M601401010;106;1.44;7.99;12.1;13.437;16.658;14.124;10.243;7.973;8.606;13.068;15.892;0.36345;0.1704;0.3248;5.8687;1.98;0.2551;0.4658;0.4128;0.005;72.334;26.558;1.109;0;0;0
M632301010;61;1.35;9.97;14;19.783;11.494;5.835;10.029;23.193;13.644;6.643;9.379;0.34767;0.4054;0.1982;2.4667;2.5348;0.1556;0.7184;0.6367;0.0031;72.455;26.274;1.254;0.018;0;0
M704401010;174;1.89;8.23;12.3;13.739;17.186;9.575;7.194;12.323;15.72;12.639;11.624;0.72762;0.2235;0.3874;4.4735;1.8129;0.3043;0.5335;0.4728;0.0065;52.173;45.262;2.365;0.2;0;0
M711241010;173;2.07;50.67;14.9;14.585;14.28;11.351;11.294;12.381;11.746;11.558;12.804;0.54246;0.1018;0.2077;9.8219;2.4758;0.1631;0.36;0.3191;0.0026;49.2;46.727;3.283;0.79;0;0
M741301010;114;1.73;11.94;13.2;13.354;8.928;6.083;7.49;14.89;22.819;14.512;11.924;0.58599;0.3079;0.5099;3.2482;1.5802;0.4005;0.6261;0.5549;0.0086;61.852;35.553;2.519;0.076;0;0
M814401010;44;1.22;15.95;13.6;13.13;13.319;12.398;12.138;10.241;11.5;13.051;14.224;0.69424;0.159;0.2187;6.2909;2.4127;0.1718;0.4499;0.3987;0.0025;78.645;20.923;0.433;0;0;0
N011301010;53;1;4.83;12.4;16.118;13.038;12.022;9.839;8.852;10.526;13.427;16.178;0.88117;0.3128;0.3994;3.1972;1.7854;0.3137;0.6311;0.5593;0.0049;85.586;14.414;0;0;0;0
N300161010;151;2.79;14.73;12.7;9.583;7.813;5.929;11.773;18.997;20.184;14.906;10.816;0.66703;0.1686;0.2946;5.9327;2.0788;0.2314;0.4633;0.4106;0.0079;29.567;60.283;8.863;1.287;0;0
N302401010;105;2.28;12.48;12.8;12.963;11.853;7.339;9.517;16.914;17.85;12.217;11.348;0.56094;0.1822;0.3605;5.4878;1.8793;0.2831;0.4817;0.4269;0.0074;40.802;54.295;4.58;0.323;0;0
N340301010;90;1.27;7.91;12.4;16.984;13.298;7.299;6.938;13.178;15.587;13.418;13.298;0.79758;0.1699;0.3339;5.8853;1.9528;0.2622;0.4651;0.4122;0.0035;74.175;25.632;0.193;0;0;0
O001004003;1721;24.86;35.27;12;13.864;14.82;11.517;10.01;11.449;13.066;12.233;13.04;0.30462;0.1603;0.318;6.2364;2.001;0.2497;0.4518;0.4004;0.0377;0.697;2.217;3.559;14.914;50.251;28.361
O011000101;2703;23.57;2.06;7.2;12.665;31.38;17.58;2.457;0.378;0.378;15.501;19.66;0.69707;0.3843;0.5878;2.6019;1.4718;0.4616;0.6995;0.6199;0.2642;0.189;0.756;2.647;19.093;57.089;20.227
O023402001;1035;21.63;11.19;10.3;18.686;15.516;11.167;8.316;7.221;11.241;13.389;14.463;0.78429;0.2171;0.407;4.6055;1.7687;0.3196;0.5258;0.466;0.081;0.436;2.531;5.02;21.982;54.068;15.963
O029531001;414;4.89;16.27;12.2;17.668;12.244;10.51;16.744;14.977;11.08;7.018;9.759;0.3271;0.0786;0.1731;12.7193;2.7119;0.136;0.3164;0.2804;0.0063;16.851;43.874;24.868;13.937;0.471;0
O036252001;1374;26.36;16.26;11.4;14.323;18.159;14.417;9.538;6.729;11.246;11.612;13.976;0.51788;0.4589;0.4806;2.179;1.6277;0.3774;0.7644;0.6774;0.0827;0.468;1.914;2.871;12.922;46.725;35.099
O038401001;1094;20.73;16.74;10.9;13.307;12.181;8.398;8.056;13.696;15.416;14.762;14.185;0.54984;0.2002;0.435;4.9938;1.7108;0.3417;0.5049;0.4475;0.0576;0.407;2.67;5.174;23.814;56.874;11.061
O055401001;675;15.51;8.87;10.7;20.947;16.406;13.548;9.746;6.215;7.92;11.082;14.135;0.63289;0.4168;0.494;2.3992;1.6055;0.388;0.7285;0.6456;0.083;2.716;14.896;11.767;26.488;37.299;6.834
O062401001;482;8.73;14.07;11.3;17.453;13.763;9.065;10.893;14.561;11.957;9.652;12.655;0.94367;0.1254;0.2553;7.977;2.2331;0.2005;0.3995;0.3541;0.0171;3.291;20.767;28.258;41.988;5.696;0
O074404001;599;12.71;18.24;11.9;19.964;14.223;10.54;9.864;12.552;9.764;9.809;13.283;0.67398;0.1635;0.3427;6.1167;1.9276;0.2691;0.4562;0.4043;0.0358;3.638;15.109;17.625;35.327;25.686;2.616
O111000101;2186;28.1;3.94;8.5;20.58;14.7;13.996;16.977;14.244;6.749;2.277;10.476;0.35738;0.5269;0.538;1.8978;1.5384;0.4225;0.8191;0.7259;0.2671;0.166;0.787;1.408;8.323;52.05;37.267
O144291002;1069;17.62;21.09;11.3;21.514;13.888;10.692;11.47;14.379;5.865;6.957;15.236;0.61154;0.147;0.2854;6.8029;2.1121;0.2242;0.4326;0.3834;0.0527;2.089;7.683;9.532;29.98;40.959;9.757
O148432002;1465;20.54;5.59;9.1;21.332;17.95;13.6;10.597;2.278;0.587;13.531;20.124;0.75138;0.3004;0.5512;3.3287;1.5199;0.4329;0.6185;0.5481;0.1558;0.173;1.277;4.108;29.203;53.124;12.116
O149431003;1100;16.85;10.74;10.3;22.533;19.898;12.035;8.258;6.281;4.993;8.521;17.482;0.69021;0.1747;0.2719;5.7226;2.1641;0.2135;0.4717;0.418;0.0915;3.309;8.155;7.936;29.766;44.714;6.12
O149433001;949;14.44;17.18;10.9;23.355;20.076;11.694;8.738;7.54;6.268;7.702;14.628;0.7352;0.106;0.1907;9.4324;2.5842;0.1497;0.3674;0.3256;0.0651;6.71;12.859;12.039;28.004;35.879;4.509
O158461001;563;11.68;14.59;11.4;22.627;16.647;9.808;7.802;11.108;9.705;10.616;11.688;0.70469;0.1346;0.2497;7.429;2.2583;0.1961;0.414;0.3669;0.0388;3.46;13.811;19.468;41.735;20.511;1.014
O163401001;327;4.18;18.12;12.8;15.434;14.038;10.813;8.73;10.615;14.21;12.986;13.174;0.61779;0.1903;0.3362;5.256;1.946;0.2641;0.4922;0.4362;0.007;16.465;52.402;24.109;7.019;0.005;0
O203401001;203;1.77;20.46;14;14.704;15.496;18.213;17.681;12.147;5.258;6.294;10.207;0.65072;0.1284;0.2669;7.7899;2.1843;0.2096;0.4043;0.3583;0.0051;66.264;25.756;7.214;0.766;0;0
O234401001;215;3.66;35.42;13.9;15.037;19.231;8.205;6.576;10.551;18.732;12.422;9.245;0.55141;0.1451;0.2304;6.8915;2.3506;0.181;0.4298;0.3809;0.0038;22.521;54.127;18.964;4.37;0.017;0
O301101001;1301;9.29;7.94;10.8;9.088;9.365;10.18;13.563;16.362;22.005;10.718;8.719;0.64272;0.3119;0.4229;3.2064;1.7351;0.3322;0.6302;0.5585;0.0523;3.183;19.099;25.942;43.488;8.258;0.031
O301552001;1341;12.11;4.88;9.3;0.648;1.295;17.576;20.352;12.673;19.611;21.647;6.198;0.33283;0.2699;0.4412;3.705;1.6987;0.3465;0.5862;0.5195;0.0894;0.74;8.002;21.647;49.537;19.704;0.37
O303101001;1195;11.68;16.36;11.7;8.905;8.166;10.004;13.801;15.914;19.706;14.361;9.143;0.59691;0.2111;0.4617;4.7378;1.6606;0.3626;0.5184;0.4594;0.0374;2.181;14.319;20.646;41.013;21.127;0.713
O303521001;987;15.39;4.57;9.3;1.671;6.294;17.405;16.045;17.56;18.415;16.472;6.138;0.32151;0.2799;0.4701;3.573;1.6458;0.3692;0.597;0.529;0.0838;1.049;7.382;11.111;35.625;43.745;1.088
O306401001;981;15.24;18.43;11.2;12.306;16.229;16.441;12.714;8.67;9.842;11.83;11.966;0.70543;0.1088;0.3133;9.1913;2.0161;0.246;0.3722;0.3298;0.0289;3.039;9.54;11.414;31.34;42.21;2.457
O308432001;935;15.21;15.93;11;12.423;11.891;11.7;13.701;15.248;13.51;11.264;10.264;0.77346;0.1555;0.3845;6.4294;1.8196;0.302;0.445;0.3944;0.0301;1.294;7.771;10.494;36.53;42.745;1.167
O314101001;972;12.51;58.7;13.5;10.124;11.312;12.954;13.104;12.147;14.172;14.56;11.627;0.43791;0.0947;0.2083;10.5624;2.4723;0.1636;0.3472;0.3077;0.013;4.939;16.545;19.447;30.577;24.532;3.959
O316501001;1081;17.37;8.03;9.4;14.577;14.606;4.308;7.318;11.803;19.062;14.606;13.721;1.06118;0.1471;0.3389;6.7994;1.9383;0.2662;0.4327;0.3835;0.0559;0.413;3.865;7.554;30.747;56.211;1.21
O319401001;1056;15.47;8.21;10.8;15.854;14.591;7.036;8.095;12.076;16.628;13.593;12.127;0.87678;0.3255;0.4223;3.0722;1.7364;0.3317;0.6438;0.5705;0.0492;2.566;8.095;10.651;31.606;46.014;1.069
O331401002;1232;10.17;9.55;10.3;12.815;12.644;12.644;9.532;11.272;12.938;13.967;14.188;0.79551;0.1618;0.3467;6.1792;1.9165;0.2723;0.4539;0.4023;0.0298;2.94;17.128;24.626;41.607;13.575;0.123
O345431001;779;10.36;15.42;11.3;5.985;12.283;19.493;18.581;15.33;12.81;9.317;6.2;0.6531;0.1375;0.3117;7.2714;2.021;0.2448;0.4185;0.3708;0.0276;2.814;20.466;23.405;36.225;16.777;0.313
O359402002;607;10.66;30.88;13.2;16.431;12.569;10.055;10.845;13.558;12.003;11.069;13.471;0.6411;0.1688;0.2213;5.9248;2.3988;0.1738;0.4636;0.4108;0.0137;6.688;21.766;17.934;32.647;20.152;0.813
O375401001;624;11.69;24.34;12.1;16.273;15.533;12.557;8.879;11.384;10.083;11.63;13.661;0.65805;0.1338;0.366;7.4754;1.8651;0.2875;0.4127;0.3657;0.017;3.509;14.772;17.439;41.516;22.446;0.318
O400101101;1009;6.92;10.02;10.8;8.985;7.594;11.258;17.66;15.563;14.636;14.018;10.287;0.87345;0.1436;0.371;6.9629;1.8525;0.2914;0.4276;0.379;0.0205;5.828;31.832;30.618;30.375;1.347;0
O470403001;677;9.43;14.55;10.9;14.499;10.814;8.466;9.731;11.869;13.275;14.696;16.65;0.80413;0.1073;0.3018;9.3172;2.054;0.237;0.3697;0.3276;0.0193;2.081;17.086;28.14;44.734;7.959;0
O504251002;784;6.45;24.07;13.1;15.914;13.949;9.574;8.75;12.974;13.969;12.11;12.761;0.35752;0.1327;0.2623;7.5386;2.2032;0.206;0.411;0.3642;0.0121;14.639;34.525;22.882;23.259;4.695;0
O505501001;765;6.96;20.41;11.9;16.24;13.772;9.197;8.809;13.393;12.57;11.896;14.123;0.25547;0.094;0.1863;10.6347;2.6144;0.1463;0.346;0.3066;0.0127;9.918;29.494;27.747;29.578;3.263;0
O509252002;749;6.39;44.07;13.7;15.951;13.302;9.485;8.763;12.998;13.728;12.483;13.29;0.40342;0.0953;0.2229;10.4881;2.3898;0.1751;0.3484;0.3088;0.0079;13.865;35.083;23.59;23.398;4.062;0.002
O519251003;684;6.46;91.93;14.2;15.526;14.081;10.758;8.812;11.396;12.636;13.105;13.686;0.47479;0.0418;0.1303;23.9386;3.1264;0.1023;0.2306;0.2044;0.0055;13.056;38.248;22.438;20.763;5.38;0.114
O522401001;481;4.51;20.53;12.9;13.944;10.271;10.314;11.039;13.157;13.243;13.478;14.554;0.48729;0.1282;0.2426;7.8022;2.291;0.1905;0.404;0.358;0.0114;16.556;53.476;19.279;9.378;1.248;0.062
O528431002;465;5.43;11.92;11.8;10.545;6.914;9.815;12.052;15.241;17.622;14.463;13.349;0.83005;0.2111;0.4419;4.7372;1.6974;0.3471;0.5184;0.4595;0.0161;6.703;44.54;35.129;13.474;0.154;0
O529251001;597;6.24;101.07;14.7;14.239;12.92;11.185;9.854;12.025;13.222;13.263;13.291;0.51306;0.0401;0.1206;24.9278;3.249;0.0947;0.226;0.2003;0.005;12.506;40.629;23.157;18.811;4.752;0.146
O534000101;938;5.61;8.35;11.2;9.199;8.357;11.956;12.447;11.254;13.167;15.169;18.452;0.38556;0.2552;0.389;3.9186;1.8091;0.3056;0.57;0.5052;0.0207;7.777;45.067;29.846;16.433;0.878;0
O542402002;675;5.39;24.44;12.3;13.459;9.342;5.685;9.014;13.899;16.837;16.347;15.418;0.73954;0.0901;0.2896;11.1027;2.0967;0.2275;0.3386;0.3001;0.0138;6.677;50.679;28.293;12.969;1.37;0.012
O546431001;600;6.11;18.32;12.3;13.052;6.671;5.706;10.929;18.377;18.639;13.648;12.978;0.82628;0.1347;0.4516;7.4233;1.6792;0.3547;0.4141;0.367;0.015;7.312;45.714;25.871;17.594;3.509;0
O553401001;543;6.82;19.86;12.4;6.98;5.62;13.25;17.429;13.946;14.933;15.948;11.895;0.75222;0.1824;0.5004;5.4828;1.5951;0.393;0.4819;0.4271;0.0163;5.745;41.47;27.878;18.793;6.064;0.049
O568501001;331;4.36;16.23;12.9;11.714;11.328;11.841;12.615;13.167;14.901;13.493;10.941;0.38339;0.1491;0.2403;6.7078;2.3019;0.1887;0.4357;0.3861;0.0086;26.737;48.746;10.002;11.609;2.889;0.017
O575402001;267;5.38;26.53;13;10.223;11.586;13.946;12.574;13.707;15.803;12.784;9.377;0.61059;0.1164;0.237;8.5942;2.3179;0.1861;0.3849;0.3411;0.0078;13.914;45.074;23.097;16.016;1.895;0.003
O585401001;222;3.3;21.2;13.7;10.285;9.722;10.182;10.808;12.394;17.254;16.005;13.35;0.45215;0.2156;0.3225;4.6386;1.9869;0.2533;0.5239;0.4643;0.0074;25.482;56.845;14.231;3.441;0;0
O596402001;185;4.29;24.25;13.5;11.813;11.756;11.247;13.311;14.057;13.204;11.966;12.646;0.50202;0.168;0.3227;5.9523;1.9865;0.2534;0.4625;0.4099;0.0052;16.825;50.629;24.518;7.998;0.03;0
O619461001;183;5.11;25.48;13.5;14.157;9.57;10.011;13.429;15.675;12.953;10.952;13.252;0.42341;0.1247;0.2483;8.0209;2.2647;0.195;0.3984;0.3531;0.0042;17.76;42.438;20.867;18.388;0.547;0
O700151002;1276;10.87;10.13;11;17.124;13.439;12.496;10.145;10.293;10.749;12.03;13.724;0.6323;0.2829;0.3982;3.5348;1.7882;0.3127;0.6002;0.5319;0.0429;1.938;13.904;23.499;44.319;16.255;0.085
O701151001;1222;9.67;13.62;11.9;13.078;10.177;11.376;13.549;15.658;12.848;11.178;12.136;0.51867;0.2828;0.2977;3.5358;2.0681;0.2338;0.6001;0.5318;0.0345;3.485;23.041;22.843;37.115;13.287;0.23
O701581001;1278;5.02;6.83;10.7;3.321;6.643;14.153;22.741;27.05;15.649;7.151;3.291;0.29351;0.2372;0.348;4.2159;1.9128;0.2733;0.5496;0.487;0.039;7.81;56.224;22.202;12.747;1.017;0
O703501001;1083;10.48;11.34;11.4;12.333;9.818;5.983;7.807;13.739;21.435;16.91;11.975;0.44384;0.2277;0.3875;4.3918;1.8126;0.3044;0.5384;0.4772;0.0386;3.733;24.648;23.302;28.85;17.412;2.054
O704000101;1113;9.86;27.11;12.8;11.374;9.427;10.066;12.356;15.255;16.814;13.462;11.246;0.46497;0.1605;0.3879;6.232;1.8117;0.3047;0.452;0.4006;0.0191;4.133;25.122;23.34;31.399;14.879;1.127
O708501001;1010;8.53;11.52;11.1;8.057;6.146;9.872;12.715;14.541;16.876;17.493;14.3;0.63556;0.1423;0.3418;7.0265;1.9299;0.2685;0.4257;0.3773;0.0272;3.46;29.398;26.107;31.091;9.932;0.012
O723401001;1138;4.4;16.6;12.3;11.368;14.748;17.641;12.486;11.872;11.01;10.318;10.557;0.63035;0.1188;0.2872;8.4148;2.1057;0.2255;0.389;0.3447;0.0108;16.199;52.462;21.49;9.414;0.435;0
O724501001;1079;4.22;8.36;11.7;12.753;18.705;17.298;14.794;10.496;9.182;8.595;8.177;0.46199;0.2871;0.4766;3.4828;1.6344;0.3743;0.6046;0.5358;0.0215;14.855;56.021;21.843;7.265;0.015;0
O726501001;1164;6.3;8.84;11.4;8.72;6.517;8.771;8.952;11.231;19.629;22.205;13.975;0.1979;0.3079;0.449;3.248;1.684;0.3526;0.6261;0.5549;0.0339;5.86;35.677;35.124;22.617;0.721;0
O745000301;991;4.6;16.17;13.2;11.622;15.127;16.509;15.078;13.748;11.508;8.285;8.123;0.42355;0.2822;0.33;3.5436;1.9643;0.2592;0.5994;0.5312;0.0223;20.603;45.558;21.12;11.625;1.094;0
O754000201;1203;4.81;25.73;13.1;14.194;14.254;15.352;11.665;7.057;9.572;13.704;14.201;0.60237;0.1307;0.3073;7.6499;2.0357;0.2413;0.408;0.3616;0.0117;14.838;47.558;25.534;11.322;0.749;0
O773000101;984;7.48;13.56;11.7;1.494;2.503;16.61;20.167;14.474;17.554;20.552;6.646;0.67891;0.138;0.3367;7.2485;1.9446;0.2644;0.4191;0.3714;0.0349;9.084;32.093;24.604;27.546;6.371;0.303
O787401001;507;7.14;32.04;13.5;14.059;14.107;9.805;9.847;13.896;14.608;12.326;11.354;0.43076;0.1118;0.212;8.9471;2.4509;0.1665;0.3772;0.3343;0.0092;17.596;32.035;17.054;24.287;8.92;0.108
O794402002;375;9.5;11.45;11.8;14.671;17.453;12.746;8.177;10.874;14.285;10.867;10.926;0.54337;0.2302;0.408;4.3442;1.7666;0.3204;0.5414;0.4798;0.0185;4.969;18.494;23.064;43.489;9.912;0.072
O811351001;487;6.92;33.86;13.6;7.912;10.737;14.16;13.488;13.271;16.891;14.299;9.242;0.63107;0.1998;0.328;5.005;1.9704;0.2576;0.5044;0.447;0.0111;6.684;36.645;28.605;23.443;4.524;0.099
O813352001;417;6;57.86;14.5;9.067;11.166;13.116;13.02;13.974;16.251;13.807;9.599;0.43294;0.1186;0.221;8.4328;2.4003;0.1736;0.3886;0.3444;0.0067;13.365;39.632;24.685;18.697;3.503;0.118
O825501001;269;6.41;15.55;11.9;11.935;9.659;10.868;13.321;14.337;13.926;13.287;12.666;0.37663;0.1382;0.2147;7.2352;2.4354;0.1686;0.4195;0.3718;0.0114;6.837;38.913;29.481;22.384;2.377;0.008
O839431001;227;5.31;17.78;12.6;12.442;12.392;11.965;10.524;13.283;14.215;12.688;12.492;0.38464;0.2035;0.3591;4.9145;1.8829;0.282;0.509;0.4511;0.0082;9.569;48.213;26.948;14.215;1.055;0
P009000201;800;3.98;20;13.5;12.372;12.124;11.034;11.901;12.47;14.498;12.833;12.768;0.46829;0.2684;0.2133;3.726;2.4433;0.1675;0.5846;0.5181;0.0199;19.072;57.015;16.966;6.111;0.834;0.003
P011501001;1220;8.18;5.17;9.8;9.113;2.122;0.434;0.338;18.419;23.385;28.158;18.033;0.6568;0.2151;0.5063;4.6496;1.5857;0.3977;0.5233;0.4638;0.0825;3.375;26.422;29.315;35.005;5.882;0
P011501101;1037;7.78;15.31;11.4;15;5.353;1.482;2.965;20.576;20.412;17.941;16.271;0.63219;0.1281;0.3199;7.8068;1.995;0.2513;0.4038;0.3579;0.0449;7.494;32.165;25.871;26.024;8.071;0.376
P021251001;1177;6.08;6.53;10.9;5.408;2.53;9.353;18.234;13.595;17.787;19.4;13.694;0.43109;0.2303;0.3456;4.3422;1.9194;0.2714;0.5415;0.4799;0.042;10.791;36.666;29.124;21.93;1.488;0
P027251001;1123;7.78;13.01;12.1;13.964;6.318;6.302;10.871;14.396;14.33;17.014;16.806;0.63724;0.298;0.3011;3.356;2.0563;0.2365;0.6159;0.5459;0.0323;6.329;29.666;27.6;29.917;6.405;0.082
P036000101;1149;9.21;19.74;12;15.244;14.081;15.15;10.962;7.548;9.639;10.283;17.093;0.73497;0.1052;0.216;9.5022;2.4281;0.1696;0.3661;0.3244;0.0267;6.816;27.837;22.887;27.707;13.803;0.951
P071401001;779;5.58;16.08;12.6;10.258;12.895;14.343;14.032;13.778;14.098;11.566;9.03;0.47204;0.3304;0.3436;3.0269;1.9251;0.2698;0.6486;0.5748;0.0127;7.014;42.708;34.842;15.125;0.31;0
P088501001;876;13.81;18.79;11.1;16.559;19.252;6.502;2.369;8.923;20.888;16.064;9.443;0.53102;0.0776;0.184;12.8827;2.6302;0.1445;0.3144;0.2786;0.0341;3.784;15.425;16.797;28.354;31.788;3.852
P115000101;685;6.38;16.01;12.6;6.641;11.768;18.824;15.833;12.91;13.465;12.802;7.759;0.68351;0.242;0.3083;4.1325;2.0322;0.2422;0.5551;0.4919;0.0169;7.571;39.149;28.926;21.691;2.655;0.008
P142251001;1011;14.46;14.61;10.9;20.861;7.738;1.172;6.343;22.098;16.667;10.11;15.011;0.61396;0.1604;0.3656;6.2341;1.8663;0.2871;0.4519;0.4005;0.0431;3.265;11.291;13.914;31.724;37.844;1.962
P171291001;1113;16.57;10.96;10.5;6.139;3.93;12.55;18.926;10.058;10.545;17.816;20.036;0.70063;0.1826;0.4114;5.477;1.7593;0.3231;0.4822;0.4273;0.0531;1.744;3.908;7.872;36.969;47.503;2.005
P177000101;912;11.78;30.56;12.4;8.955;4.334;8.765;19.374;13.34;10.167;14.186;20.879;0.72045;0.116;0.2745;8.6236;2.1537;0.2156;0.3842;0.3405;0.023;8.149;17.261;15.565;32.078;25.68;1.267
P205401001;531;7.35;11.81;12.2;12.656;12.383;8.596;7.913;11.968;19.187;16.356;10.94;0.6822;0.4102;0.3328;2.4376;1.9561;0.2614;0.7227;0.6405;0.028;6.383;38.576;26.16;20.657;7.973;0.251
P218431001;241;5.82;15.51;12.6;6.925;12.194;16.194;12.998;11.76;16.205;14.654;9.071;0.28753;0.2136;0.3783;4.6812;1.8347;0.2971;0.5215;0.4622;0.0129;14.847;39.887;22.482;20.116;2.669;0
P231502001;252;6.65;11.01;11.8;9.838;13.096;15.039;13.132;12.38;14.869;13.275;8.37;0.25879;0.2878;0.3606;3.4741;1.879;0.2832;0.6054;0.5365;0.0126;9.158;38.976;24.68;22.191;4.986;0.009
P301541001;867;4.49;6.08;10.9;12.741;10.612;10.812;9.381;8.882;15.269;16.999;15.303;0;0.2277;0.363;4.3919;1.8728;0.2851;0.5384;0.4772;0.0149;13.373;49.601;29.774;7.219;0.033;0
P302000101;836;4.71;14.9;12.4;12.788;10.372;10.188;10.812;10.533;13.978;16.307;15.021;0.40219;0.1836;0.3304;5.4464;1.9632;0.2595;0.4835;0.4285;0.0109;13.067;48.017;28.889;9.99;0.037;0
P316401001;431;4.21;15.71;12.7;6.768;10.587;16.457;15.397;13.439;14.853;13.914;8.583;0.4971;0.1853;0.4196;5.3968;1.7419;0.3296;0.4857;0.4305;0.0113;12.431;58.16;24.055;5.297;0.057;0
